delta,average
knn_gold_delta,-2.830299731065139
knn_egal_delta,1.7180173232957827
avg_dist_gold_delta,-6.14515204648481
avg_dist_egal_delta,-1.5968349921238882
uncertainty_gold_delta,-1.4250144857581404
uncertainty_egal_delta,3.1233025686027815
