delta,average
knn_gold_delta,-3.027517489264421
knn_egal_delta,1.5307044128674339
avg_dist_gold_delta,-5.9052760786263905
avg_dist_egal_delta,-1.3470541764945356
uncertainty_gold_delta,-3.0811330935447927
uncertainty_egal_delta,1.4770888085870624
