delta,average
knn_gold_delta,-3.9117938482266794
knn_egal_delta,-1.9942498829082993
avg_dist_gold_delta,-4.022212781976307
avg_dist_egal_delta,-2.1046688166579273
uncertainty_gold_delta,-2.6214903642620158
uncertainty_egal_delta,-0.7039463989436356
