delta,average
knn_gold_delta,-11.18416517155314
knn_egal_delta,-4.271063892963056
avg_dist_gold_delta,-10.217370675227784
avg_dist_egal_delta,-3.3042693966377
uncertainty_gold_delta,-6.61781894734397
uncertainty_egal_delta,0.29528233124611347
