delta,average
knn_gold_delta,-2.3732468110979568
knn_egal_delta,-0.1327846764426397
avg_dist_gold_delta,-2.3034737138017647
avg_dist_egal_delta,-0.06301157914644762
uncertainty_gold_delta,-0.6541957993249241
uncertainty_egal_delta,1.586266335330393
