delta,average
knn_gold_delta,-10.174824160651617
knn_egal_delta,-1.122264436904537
avg_dist_gold_delta,-8.76815781308482
avg_dist_egal_delta,0.28440191066226106
uncertainty_gold_delta,-6.420750546505396
uncertainty_egal_delta,2.631809177241685
