delta,average
knn_gold_delta,-10.924259903535237
knn_egal_delta,-3.215088094793508
avg_dist_gold_delta,-9.669613741647055
avg_dist_egal_delta,-1.9604419329053258
uncertainty_gold_delta,-6.163817264774394
uncertainty_egal_delta,1.5453545439673348
